C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/14/2017,00:00:00,REGULAR,0005035484,0005953846                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/14/2017,04:00:00,REGULAR,0005035500,0005953850                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/14/2017,08:00:00,REGULAR,0005035536,0005954162                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/14/2017,12:00:00,REGULAR,0005035761,0005954641                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/14/2017,16:00:00,REGULAR,0005036007,0005954813                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/14/2017,20:00:00,REGULAR,0005036601,0005955022                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/15/2017,00:00:00,REGULAR,0005036813,0005955114                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/15/2017,04:00:00,REGULAR,0005036832,0005955125                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/15/2017,08:00:00,REGULAR,0005036884,0005955451                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/15/2017,12:00:00,REGULAR,0005037064,0005955990                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/15/2017,16:00:00,REGULAR,0005037317,0005956162                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/15/2017,20:00:00,REGULAR,0005037978,0005956320                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/16/2017,00:00:00,REGULAR,0005038230,0005956414                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/16/2017,04:00:00,REGULAR,0005038243,0005956426                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/16/2017,08:00:00,REGULAR,0005038283,0005956738                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/16/2017,12:00:00,REGULAR,0005038469,0005957252                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/16/2017,16:00:00,REGULAR,0005038826,0005957491                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/16/2017,20:00:00,REGULAR,0005039474,0005957617                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/10/2017,00:00:00,REGULAR,0006325821,0003377741                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/10/2017,04:00:00,REGULAR,0006325872,0003377746                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/10/2017,08:00:00,REGULAR,0006325898,0003377792                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/10/2017,12:00:00,REGULAR,0006326003,0003377866                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/10/2017,16:00:00,REGULAR,0006326213,0003377911                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/10/2017,20:00:00,REGULAR,0006326510,0003377956                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/11/2017,00:00:00,REGULAR,0006326694,0003377985                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/11/2017,04:00:00,REGULAR,0006326720,0003377990                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/11/2017,08:00:00,REGULAR,0006326741,0003378011                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/11/2017,12:00:00,REGULAR,0006326837,0003378077                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/11/2017,16:00:00,REGULAR,0006327057,0003378128                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/11/2017,20:00:00,REGULAR,0006327284,0003378182                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/12/2017,00:00:00,REGULAR,0006327437,0003378194                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/12/2017,04:00:00,REGULAR,0006327455,0003378199                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/12/2017,08:00:00,REGULAR,0006327512,0003378334                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/12/2017,12:00:00,REGULAR,0006327747,0003378520                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/12/2017,16:00:00,REGULAR,0006327988,0003378575                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/12/2017,20:00:00,REGULAR,0006328603,0003378627                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/13/2017,00:00:00,REGULAR,0006328824,0003378655                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/13/2017,04:00:00,REGULAR,0006328847,0003378657                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/13/2017,08:00:00,REGULAR,0006328906,0003378840                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/13/2017,12:00:00,REGULAR,0006329188,0003379066                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/13/2017,16:00:00,REGULAR,0006329451,0003379133                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/13/2017,20:00:00,REGULAR,0006330102,0003379201                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/14/2017,00:00:00,REGULAR,0006330325,0003379224                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/14/2017,04:00:00,REGULAR,0006330345,0003379226                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/14/2017,08:00:00,REGULAR,0006330415,0003379402                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/14/2017,12:00:00,REGULAR,0006330664,0003379653                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/14/2017,16:00:00,REGULAR,0006330939,0003379730                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/14/2017,20:00:00,REGULAR,0006331606,0003379795                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/15/2017,00:00:00,REGULAR,0006331840,0003379829                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/15/2017,04:00:00,REGULAR,0006331862,0003379832                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/15/2017,08:00:00,REGULAR,0006331925,0003380041                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/15/2017,12:00:00,REGULAR,0006332179,0003380294                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/15/2017,16:00:00,REGULAR,0006332460,0003380357                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/15/2017,20:00:00,REGULAR,0006333102,0003380411                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/16/2017,00:00:00,REGULAR,0006333353,0003380445                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/16/2017,04:00:00,REGULAR,0006333382,0003380446                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/16/2017,08:00:00,REGULAR,0006333426,0003380614                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/16/2017,12:00:00,REGULAR,0006333662,0003380839                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/16/2017,16:00:00,REGULAR,0006334022,0003380914                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/16/2017,20:00:00,REGULAR,0006334708,0003380961                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/10/2017,00:00:00,REGULAR,0010198635,0001315954                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/10/2017,04:00:00,REGULAR,0010198707,0001315958                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/10/2017,08:00:00,REGULAR,0010198768,0001315967                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/10/2017,12:00:00,REGULAR,0010198994,0001315993                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/10/2017,16:00:00,REGULAR,0010199372,0001316002                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/10/2017,20:00:00,REGULAR,0010199788,0001316018                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/11/2017,00:00:00,REGULAR,0010200077,0001316025                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/11/2017,04:00:00,REGULAR,0010200138,0001316027                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/11/2017,08:00:00,REGULAR,0010200186,0001316032                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/11/2017,12:00:00,REGULAR,0010200351,0001316049                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/11/2017,16:00:00,REGULAR,0010200653,0001316071                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/11/2017,20:00:00,REGULAR,0010200999,0001316087                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/12/2017,00:00:00,REGULAR,0010201212,0001316092                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/12/2017,04:00:00,REGULAR,0010201251,0001316094                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/12/2017,08:00:00,REGULAR,0010201416,0001316123                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/12/2017,12:00:00,REGULAR,0010201794,0001316172                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/12/2017,16:00:00,REGULAR,0010202168,0001316189                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/12/2017,20:00:00,REGULAR,0010202960,0001316209                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/13/2017,00:00:00,REGULAR,0010203296,0001316213                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/13/2017,04:00:00,REGULAR,0010203316,0001316213                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/13/2017,08:00:00,REGULAR,0010203480,0001316258                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/13/2017,12:00:00,REGULAR,0010203889,0001316314                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/13/2017,16:00:00,REGULAR,0010204332,0001316327                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/13/2017,20:00:00,REGULAR,0010205170,0001316338                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/14/2017,00:00:00,REGULAR,0010205536,0001316344                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/14/2017,04:00:00,REGULAR,0010205576,0001316344                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/14/2017,08:00:00,REGULAR,0010205707,0001316394                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/14/2017,12:00:00,REGULAR,0010206126,0001316451                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/14/2017,16:00:00,REGULAR,0010206578,0001316469                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/14/2017,20:00:00,REGULAR,0010207445,0001316483                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/15/2017,00:00:00,REGULAR,0010207850,0001316488                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/15/2017,04:00:00,REGULAR,0010207901,0001316488                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/15/2017,08:00:00,REGULAR,0010208059,0001316540                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/15/2017,12:00:00,REGULAR,0010208456,0001316599                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/15/2017,16:00:00,REGULAR,0010208878,0001316617                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/15/2017,20:00:00,REGULAR,0010209731,0001316630                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/16/2017,00:00:00,REGULAR,0010210119,0001316642                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/16/2017,04:00:00,REGULAR,0010210166,0001316642                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/16/2017,08:00:00,REGULAR,0010210305,0001316697                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/16/2017,12:00:00,REGULAR,0010210670,0001316759                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/16/2017,16:00:00,REGULAR,0010211137,0001316786                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/16/2017,20:00:00,REGULAR,0010212003,0001316796                                            
A002,R051,02-03-06,59 ST,NQR456W,BMT,06/10/2017,00:00:00,REGULAR,0008028351,0000482949                                            
A002,R051,02-03-06,59 ST,NQR456W,BMT,06/10/2017,04:00:00,REGULAR,0008028396,0000482949                                            
A002,R051,02-03-06,59 ST,NQR456W,BMT,06/10/2017,08:00:00,REGULAR,0008028427,0000482951                                            
A002,R051,02-03-06,59 ST,NQR456W,BMT,06/10/2017,12:00:00,REGULAR,0008028560,0000482954                                            
